2.000000	1.867221
2.250000	2.231421
2.500000	1.846135
2.750000	1.994320
3.000000	2.212003
3.250000	2.303574
3.500000	2.452406
3.750000	2.616279
4.000000	2.793293
4.250000	2.664425
4.500000	3.020881
4.750000	2.839806
5.000000	3.245188
5.250000	1.134544
5.500000	1.115312
5.750000	1.090784
6.000000	1.085719
6.250000	1.112963
6.500000	1.122269
6.750000	1.085149
7.000000	1.128411
7.250000	0.875015
7.500000	0.909365
7.750000	0.951197
8.000000	0.921926
8.250000	0.825793
8.500000	0.716424
8.750000	0.673422
9.000000	0.661830
9.250000	0.641855
9.500000	0.635928
9.750000	0.631114
10.000000	0.640575
10.250000	0.636800
10.500000	0.629329
10.750000	0.631788
11.000000	0.643286
11.250000	0.597530
11.500000	0.622722
11.750000	0.617221
12.000000	0.580918
12.250000	0.559856
12.500000	0.481955
12.750000	0.364517
13.000000	0.388850
13.250000	0.319588
13.500000	0.295560
13.750000	0.280371
14.000000	0.250489
14.250000	0.239908
14.500000	0.215448
14.750000	0.220368
15.000000	0.215121
15.250000	0.213772
15.500000	0.210861
15.750000	0.215376
16.000000	0.209397
